frame_index,step,phase,hint,vlm_action,vlm_action_raw,arbitration,terminal_state,distance_to_start
73,365,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.799
74,370,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.806
75,375,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,0.810
76,380,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,0.813
77,385,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,0.814
78,390,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,0.815
79,395,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,0.817
80,400,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.820
81,405,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.823
82,410,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.829
83,415,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.835
84,420,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.839
85,425,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.841
86,430,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.844
87,435,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.843
88,440,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.847
89,445,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.852
90,450,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.856
91,455,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.859
92,460,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.861
93,465,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.864
94,470,outbound,,VLM: turn right,The next action is turn right 45 degree.,,,0.868
95,475,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.874
96,480,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.879
97,485,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.882
98,490,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.883
99,495,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.884
100,500,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.885
101,505,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.886
102,510,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.885
103,515,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.886
104,520,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.888
105,525,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.891
106,530,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.893
107,535,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.896
108,540,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.898
109,545,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.902
110,550,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.905
111,555,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.907
112,560,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.906
113,565,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.908
114,570,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.914
115,575,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.921
116,580,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.927
117,585,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.933
118,590,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.939
119,595,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.946
120,600,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.952
121,605,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.956
122,610,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.961
123,615,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.970
124,620,outbound,,VLM: turn left,The next action is turn left 45 degree.,,,0.978
125,625,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,0.984
126,630,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,0.990
127,635,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,0.996
128,640,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.003
129,645,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.010
130,650,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.015
131,655,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.020
132,660,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.028
133,665,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.034
134,670,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.039
135,675,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.044
136,680,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.056
137,685,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.080
138,690,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.112
139,695,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.148
140,700,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.179
141,705,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.209
142,710,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.243
143,715,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.277
144,720,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.312
145,725,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.346
146,730,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.379
147,735,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.412
148,740,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.448
149,745,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.480
150,750,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.513
151,755,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.540
152,760,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.553
153,765,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.560
154,770,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.566
155,775,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.574
156,780,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.578
157,785,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.593
158,790,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.604
159,795,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.612
160,800,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.620
161,805,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.628
162,810,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.633
163,815,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.639
164,820,outbound,,VLM: turn left,The next action is turn left 15 degree.,,,1.647
165,825,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.655
166,830,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.662
167,835,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.666
168,840,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.667
169,845,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.667
170,850,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.665
171,855,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.664
172,860,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.662
173,865,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.661
174,870,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.659
175,875,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.660
176,880,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.663
177,885,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.667
178,890,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.671
179,895,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.675
180,900,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.678
181,905,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.690
182,910,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.716
183,915,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.751
184,920,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.787
185,925,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.827
186,930,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.868
187,935,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.907
188,940,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.946
189,945,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.988
190,950,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.027
191,955,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.065
192,960,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.108
193,965,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.150
194,970,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.190
195,975,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.232
196,980,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.273
197,985,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.314
198,990,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.357
199,995,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.399
200,1000,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.440
201,1005,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.482
202,1010,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.527
203,1015,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.568
204,1020,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.609
205,1025,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.655
206,1030,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.699
207,1035,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.740
208,1040,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.784
209,1045,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.825
210,1050,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.866
211,1055,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.910
212,1060,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.953
213,1065,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.990
214,1070,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.035
215,1075,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.074
216,1080,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.108
217,1085,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.142
218,1090,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.185
219,1095,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.226
220,1100,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.266
221,1105,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.309
222,1110,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.347
223,1115,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.383
224,1120,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.423
225,1125,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.470
226,1130,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.513
227,1135,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.555
228,1140,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.599
229,1145,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.641
230,1150,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.685
231,1155,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.726
232,1160,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.764
233,1165,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.805
234,1170,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.848
235,1175,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.886
236,1180,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.925
237,1185,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.967
238,1190,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.009
239,1195,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.048
240,1200,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.091
241,1205,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.131
242,1210,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.171
243,1215,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.212
244,1220,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.251
245,1225,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.287
246,1230,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.328
247,1235,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.370
248,1240,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.408
249,1245,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.447
250,1250,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.490
251,1255,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.530
252,1260,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.571
253,1265,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.613
254,1270,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.652
255,1275,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.691
256,1280,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.733
257,1285,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.774
258,1290,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.811
259,1295,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.853
260,1300,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.892
261,1305,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.929
262,1310,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.969
263,1315,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.010
264,1320,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.049
265,1325,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.088
266,1330,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.130
267,1335,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.168
268,1340,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.205
269,1345,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.244
270,1350,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.285
271,1355,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.319
272,1360,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.341
273,1365,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.354
274,1370,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.361
275,1375,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.367
276,1380,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.373
277,1385,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.380
278,1390,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.386
279,1395,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.391
280,1400,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.401
281,1405,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.408
282,1410,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.412
283,1415,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.417
284,1420,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.424
285,1425,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.431
286,1430,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.439
287,1435,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.445
288,1440,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.451
289,1445,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.461
290,1450,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.468
291,1455,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.470
292,1460,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.474
293,1465,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.478
294,1470,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.484
295,1475,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.490
296,1480,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.494
297,1485,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.501
298,1490,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.505
299,1495,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.507
300,1500,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.508
301,1505,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.510
302,1510,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.513
303,1515,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.517
304,1520,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.522
305,1525,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.527
306,1530,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.534
307,1535,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.538
308,1540,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.540
309,1545,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.536
310,1550,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.533
311,1555,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.532
312,1560,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.533
313,1565,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.536
314,1570,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.540
315,1575,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.542
316,1580,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.541
317,1585,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.538
318,1590,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.532
319,1595,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.528
320,1600,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.525
321,1605,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.525
322,1610,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.527
323,1615,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.526
324,1620,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.522
325,1625,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.517
326,1630,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.513
327,1635,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.509
328,1640,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.505
329,1645,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,5.503
330,1650,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: [Return] query NaVILA with return instru,[Return] query NaVILA with return instruction,,,5.503
331,1655,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.498
332,1660,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.492
333,1665,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.487
334,1670,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.482
335,1675,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.478
336,1680,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.473
337,1685,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.469
338,1690,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.468
339,1695,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.468
340,1700,return,[Hint: anchor A4 · 1.9 m · left 47°],VLM: turn left,The next action is turn left 30 degree.,→ EXECUTED,,5.463
341,1705,return,[Hint: anchor A4 · 1.8 m · left 27°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.458
342,1710,return,[Hint: anchor A4 · 1.8 m · left 27°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.452
343,1715,return,[Hint: anchor A4 · 1.8 m · left 27°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.447
344,1720,return,[Hint: anchor A4 · 1.8 m · left 27°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.442
345,1725,return,[Hint: anchor A4 · 1.8 m · left 27°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.436
346,1730,return,[Hint: anchor A4 · 1.8 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.431
347,1735,return,[Hint: anchor A4 · 1.8 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.428
348,1740,return,[Hint: anchor A4 · 1.8 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.427
349,1745,return,[Hint: anchor A4 · 1.8 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.420
350,1750,return,[Hint: anchor A4 · 1.8 m · left 17°],VLM: turn left,The next action is turn left 15 degree.,→ EXECUTED,,5.414
351,1755,return,[Hint: anchor A4 · 1.8 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.405
352,1760,return,[Hint: anchor A4 · 1.8 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,5.382
