frame_index,step,phase,hint,vlm_action,vlm_action_raw,arbitration,terminal_state,distance_to_start
40,200,outbound,,VLM: forward,The next action is move forward 75 cm.,,,0.824
41,205,outbound,,VLM: forward,The next action is move forward 75 cm.,,,0.866
42,210,outbound,,VLM: forward,The next action is move forward 75 cm.,,,0.909
43,215,outbound,,VLM: forward,The next action is move forward 75 cm.,,,0.947
44,220,outbound,,VLM: forward,The next action is move forward 75 cm.,,,0.986
45,225,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.028
46,230,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.065
47,235,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.104
48,240,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.146
49,245,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.187
50,250,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.224
51,255,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.266
52,260,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.304
53,265,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.341
54,270,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.381
55,275,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.423
56,280,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.463
57,285,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.502
58,290,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.543
59,295,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.581
60,300,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.620
61,305,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.661
62,310,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.702
63,315,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.739
64,320,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.780
65,325,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.819
66,330,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.850
67,335,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.863
68,340,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.871
69,345,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.876
70,350,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.879
71,355,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.884
72,360,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.890
73,365,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.896
74,370,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.900
75,375,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.904
76,380,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.906
77,385,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.908
78,390,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.914
79,395,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.920
80,400,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.926
81,405,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.931
82,410,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.935
83,415,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.937
84,420,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.939
85,425,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.944
86,430,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.950
87,435,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.955
88,440,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.960
89,445,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.963
90,450,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.964
91,455,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.964
92,460,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.969
93,465,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.974
94,470,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.979
95,475,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.983
96,480,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.985
97,485,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.987
98,490,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.989
99,495,outbound,,VLM: turn right,The next action is turn right 15 degree.,,,1.994
100,500,outbound,,VLM: forward,The next action is move forward 75 cm.,,,1.999
101,505,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.005
102,510,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.015
103,515,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.031
104,520,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.048
105,525,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.063
106,530,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.082
107,535,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.101
108,540,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.118
109,545,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.139
110,550,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.163
111,555,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.186
112,560,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.210
113,565,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.235
114,570,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.259
115,575,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.282
116,580,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.312
117,585,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.341
118,590,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.367
119,595,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.396
120,600,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.424
121,605,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.453
122,610,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.484
123,615,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.515
124,620,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.544
125,625,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.574
126,630,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.604
127,635,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.630
128,640,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.659
129,645,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.695
130,650,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.729
131,655,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.762
132,660,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.797
133,665,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.828
134,670,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.860
135,675,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.897
136,680,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.934
137,685,outbound,,VLM: forward,The next action is move forward 75 cm.,,,2.966
138,690,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.001
139,695,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.032
140,700,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.063
141,705,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.099
142,710,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.139
143,715,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.173
144,720,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.209
145,725,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.243
146,730,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.274
147,735,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.309
148,740,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.350
149,745,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.385
150,750,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.422
151,755,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.457
152,760,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.489
153,765,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.524
154,770,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.566
155,775,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.602
156,780,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.638
157,785,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.676
158,790,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.709
159,795,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.744
160,800,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.785
161,805,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.822
162,810,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.858
163,815,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.898
164,820,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.933
165,825,outbound,,VLM: forward,The next action is move forward 75 cm.,,,3.968
166,830,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.007
167,835,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.048
168,840,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.084
169,845,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.122
170,850,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.160
171,855,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.197
172,860,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.237
173,865,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.276
174,870,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.312
175,875,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.349
176,880,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.389
177,885,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.425
178,890,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.460
179,895,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.500
180,900,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.543
181,905,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.581
182,910,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.621
183,915,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.661
184,920,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.698
185,925,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.738
186,930,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.780
187,935,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.820
188,940,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.860
189,945,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.903
190,950,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.941
191,955,outbound,,VLM: forward,The next action is move forward 75 cm.,,,4.980
192,960,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.023
193,965,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.064
194,970,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.101
195,975,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.143
196,980,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.182
197,985,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.219
198,990,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.260
199,995,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.302
200,1000,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.342
201,1005,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.383
202,1010,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.425
203,1015,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.464
204,1020,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.504
205,1025,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.545
206,1030,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.586
207,1035,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.623
208,1040,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.665
209,1045,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.703
210,1050,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.739
211,1055,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.780
212,1060,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.823
213,1065,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.861
214,1070,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.901
215,1075,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.942
216,1080,outbound,,VLM: forward,The next action is move forward 75 cm.,,,5.980
217,1085,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.020
218,1090,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.063
219,1095,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.103
220,1100,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.142
221,1105,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.184
222,1110,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.222
223,1115,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.260
224,1120,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.302
225,1125,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.344
226,1130,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.382
227,1135,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.423
228,1140,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.463
229,1145,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.500
230,1150,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.539
231,1155,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.583
232,1160,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.624
233,1165,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.663
234,1170,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.705
235,1175,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.744
236,1180,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.785
237,1185,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.830
238,1190,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.875
239,1195,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.917
240,1200,outbound,,VLM: forward,The next action is move forward 75 cm.,,,6.961
241,1205,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.001
242,1210,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.041
243,1215,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.082
244,1220,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.130
245,1225,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.171
246,1230,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.213
247,1235,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.254
248,1240,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.293
249,1245,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.333
250,1250,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.379
251,1255,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.422
252,1260,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.464
253,1265,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.509
254,1270,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.549
255,1275,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.587
256,1280,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.628
257,1285,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.674
258,1290,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.714
259,1295,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.757
260,1300,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.798
261,1305,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.837
262,1310,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.878
263,1315,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.922
264,1320,outbound,,VLM: forward,The next action is move forward 75 cm.,,,7.960
265,1325,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.001
266,1330,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.042
267,1335,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.079
268,1340,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.119
269,1345,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.161
270,1350,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.201
271,1355,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.240
272,1360,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.284
273,1365,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.323
274,1370,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.363
275,1375,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.406
276,1380,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.449
277,1385,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.487
278,1390,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.529
279,1395,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.569
280,1400,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.607
281,1405,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.648
282,1410,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.689
283,1415,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.728
284,1420,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.767
285,1425,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.809
286,1430,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.847
287,1435,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.886
288,1440,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.929
289,1445,outbound,,VLM: forward,The next action is move forward 75 cm.,,,8.971
290,1450,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.010
291,1455,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.053
292,1460,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.092
293,1465,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.132
294,1470,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.174
295,1475,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.217
296,1480,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.256
297,1485,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.299
298,1490,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.340
299,1495,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.378
300,1500,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.416
301,1505,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.458
302,1510,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.499
303,1515,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.537
304,1520,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.580
305,1525,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.618
306,1530,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.656
307,1535,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.697
308,1540,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.739
309,1545,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.776
310,1550,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.817
311,1555,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.856
312,1560,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.893
313,1565,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.931
314,1570,outbound,,VLM: forward,The next action is move forward 75 cm.,,,9.973
315,1575,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.013
316,1580,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.051
317,1585,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.094
318,1590,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.131
319,1595,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.168
320,1600,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.208
321,1605,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.248
322,1610,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.287
323,1615,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.327
324,1620,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.367
325,1625,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.404
326,1630,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.441
327,1635,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.482
328,1640,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.522
329,1645,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.559
330,1650,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.599
331,1655,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.638
332,1660,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.676
333,1665,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.717
334,1670,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.757
335,1675,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.793
336,1680,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.834
337,1685,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.872
338,1690,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.908
339,1695,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.946
340,1700,outbound,,VLM: forward,The next action is move forward 75 cm.,,,10.987
341,1705,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.025
342,1710,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.063
343,1715,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.104
344,1720,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.140
345,1725,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.176
346,1730,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.216
347,1735,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.256
348,1740,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.292
349,1745,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.331
350,1750,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.369
351,1755,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.405
352,1760,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.443
353,1765,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.482
354,1770,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.520
355,1775,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.557
356,1780,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.596
357,1785,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.632
358,1790,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.669
359,1795,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.708
360,1800,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.747
361,1805,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.781
362,1810,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.820
363,1815,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.856
364,1820,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.892
365,1825,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.929
366,1830,outbound,,VLM: forward,The next action is move forward 75 cm.,,,11.968
367,1835,outbound,,VLM: forward,The next action is move forward 75 cm.,,,12.006
368,1840,outbound,,VLM: forward,The next action is move forward 75 cm.,,,12.044
369,1845,outbound,,VLM: forward,The next action is move forward 75 cm.,,,12.083
370,1850,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,12.118
371,1855,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,12.146
372,1860,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,12.158
373,1865,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,12.165
374,1870,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,12.174
375,1875,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,12.184
376,1880,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,12.194
377,1885,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,12.201
378,1890,confirm,,VLM: scan,[Confirm] scripted 360-degree scan,,,12.211
